Clave Materia,Nombre Materia Largo,Numero Grupo,Crn,Total Alum Inscritos
RI1002S,Diversidad en un mundo globalizado,102,12355,36
RI1002S,Diversidad en un mundo globalizado,202,12544,34
RI1002S,Diversidad en un mundo globalizado,109,12377,26
RI1002S,Diversidad en un mundo globalizado,201,12543,31
RI1002S,Diversidad en un mundo globalizado,108,12376,36
RI1002S,Diversidad en un mundo globalizado,208,12578,33
RI1002S,Diversidad en un mundo globalizado,205,12555,25
RI1002S,Diversidad en un mundo globalizado,107,12375,25
RI1002S,Diversidad en un mundo globalizado,114,12407,36
RI1002S,Diversidad en un mundo globalizado,207,12577,35
RI1002S,Diversidad en un mundo globalizado,120,12428,35
RI1002S,Diversidad en un mundo globalizado,223,12841,34
RI1002S,Diversidad en un mundo globalizado,116,12424,33
RI1002S,Diversidad en un mundo globalizado,219,12815,33
RI1002S,Diversidad en un mundo globalizado,101,12354,29
RI1002S,Diversidad en un mundo globalizado,131,40850,32
RI1002S,Diversidad en un mundo globalizado,125,12470,36
RI1002S,Diversidad en un mundo globalizado,104,12357,35
RI1002S,Diversidad en un mundo globalizado,214,12788,30
RI1002S,Diversidad en un mundo globalizado,115,12408,26
RI1002S,Diversidad en un mundo globalizado,215,12789,31
RI1002S,Diversidad en un mundo globalizado,204,12554,32
RI1002S,Diversidad en un mundo globalizado,209,12584,32
RI1002S,Diversidad en un mundo globalizado,106,12374,34
RI1002S,Diversidad en un mundo globalizado,127,12485,36
RI1002S,Diversidad en un mundo globalizado,128,12529,33
RI1002S,Diversidad en un mundo globalizado,206,12576,32
RI1002S,Diversidad en un mundo globalizado,105,12373,36
RI1002S,Diversidad en un mundo globalizado,129,12530,32
RI1002S,Diversidad en un mundo globalizado,224,12866,35
RI1002S,Diversidad en un mundo globalizado,122,12467,32
RI1002S,Diversidad en un mundo globalizado,222,12840,35
RI1002S,Diversidad en un mundo globalizado,213,12773,34
RI1002S,Diversidad en un mundo globalizado,221,12839,35
RI1002S,Diversidad en un mundo globalizado,117,12425,35
RI1002S,Diversidad en un mundo globalizado,217,12813,21
RI1002S,Diversidad en un mundo globalizado,113,12406,32
RI1002S,Diversidad en un mundo globalizado,111,12404,34
RI1002S,Diversidad en un mundo globalizado,220,12838,32
RI1001S,La agenda global en una era de incertidumbre profunda,101,32231,29
RI1002S,Diversidad en un mundo globalizado,124,12469,35
D2001S,Acceso a la justicia,201,32086,22
D2002S,Empresa y cumplimiento regulatorio,101,32087,19
D2002S,Empresa y cumplimiento regulatorio,201,32097,13
D1001S,Derecho y tecnología,101,32032,23
D1001S,Derecho y tecnología,201,32066,16
EC1001S,Fintech: del dinero físico al virtual,101,38401,33
EC2002S,Economía digital,201,38386,16
EC2001S,Presupuesto público y bienestar social,201,26262,14
ED2002S,Inteligencias múltiples vs. IQ,201,40218,11
ED2001S,Estética del aprendizaje: de la neurocognición al diseño de juego,101,37755,15
H1001S,Inducción al servicio social,138,12899,32
H1001S,Inducción al servicio social,249,13065,26
H1001S,Inducción al servicio social,111,12836,32
H1001S,Inducción al servicio social,207,12980,32
H1001S,Inducción al servicio social,110,12826,32
H1001S,Inducción al servicio social,206,12979,24
H1003S,El rol de la integridad en el desempeño de mi profesión,101,24207,33
H1001S,Inducción al servicio social,217,12998,26
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,101,24227,28
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,201,24234,28
H1003S,El rol de la integridad en el desempeño de mi profesión,104,24212,34
H1003S,El rol de la integridad en el desempeño de mi profesión,202,24215,25
H1004S,Promoviendo hambre cero,102,24222,36
H1001S,Inducción al servicio social,243,13050,25
H1001S,Inducción al servicio social,150,12923,33
H1001S,Inducción al servicio social,238,13045,25
H1001S,Inducción al servicio social,153,39188,30
H1001S,Inducción al servicio social,253,39189,24
H1001S,Inducción al servicio social,210,12991,23
H1001S,Inducción al servicio social,231,13025,25
H1003S,El rol de la integridad en el desempeño de mi profesión,103,24209,32
H1001S,Inducción al servicio social,128,12881,32
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,105,24245,32
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,205,24258,19
H1001S,Inducción al servicio social,122,12875,30
H1001S,Inducción al servicio social,242,13049,26
H1001S,Inducción al servicio social,145,12906,32
H1001S,Inducción al servicio social,233,13027,23
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,210,24271,16
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,104,24244,31
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,204,24257,20
H1001S,Inducción al servicio social,107,12810,33
H1001S,Inducción al servicio social,203,12927,27
H1001S,Inducción al servicio social,105,12808,31
H1001S,Inducción al servicio social,244,13051,26
H1001S,Inducción al servicio social,143,12904,33
H1001S,Inducción al servicio social,144,12905,27
H1001S,Inducción al servicio social,209,12990,32
H1001S,Inducción al servicio social,246,13062,24
H1001S,Inducción al servicio social,127,12880,32
H1001S,Inducción al servicio social,245,13052,26
H1001S,Inducción al servicio social,131,12889,33
H1001S,Inducción al servicio social,248,13064,20
H1001S,Inducción al servicio social,124,12877,35
H1001S,Inducción al servicio social,216,12997,29
H1001S,Inducción al servicio social,228,13022,25
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,109,24252,32
H1001S,Inducción al servicio social,130,12888,28
H1001S,Inducción al servicio social,222,13002,25
H1001S,Inducción al servicio social,126,12879,31
H1001S,Inducción al servicio social,204,12928,33
H1001S,Inducción al servicio social,149,12922,30
H1001S,Inducción al servicio social,230,13024,24
H1001S,Inducción al servicio social,240,13047,23
H1001S,Inducción al servicio social,109,12825,32
H1001S,Inducción al servicio social,205,12940,31
H1001S,Inducción al servicio social,113,12856,32
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,202,24254,20
H1004S,Promoviendo hambre cero,101,24221,23
H1001S,Inducción al servicio social,102,12794,31
H1001S,Inducción al servicio social,135,12893,31
H1001S,Inducción al servicio social,226,13006,25
H1004S,Promoviendo hambre cero,201,24224,32
H1001S,Inducción al servicio social,152,23180,31
H1001S,Inducción al servicio social,211,12992,32
H1001S,Inducción al servicio social,117,12860,31
H1001S,Inducción al servicio social,148,12921,23
H1001S,Inducción al servicio social,236,13030,23
H1001S,Inducción al servicio social,115,12858,32
H1001S,Inducción al servicio social,147,12920,28
H1001S,Inducción al servicio social,239,13046,24
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,101,24241,15
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,209,24270,16
H1001S,Inducción al servicio social,235,13029,26
H1003S,El rol de la integridad en el desempeño de mi profesión,102,24208,14
H1001S,Inducción al servicio social,154,41069,16
H1001S,Inducción al servicio social,215,12996,31
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,203,24256,30
H1001S,Inducción al servicio social,218,13011,27
H1001S,Inducción al servicio social,251,23195,25
H1001S,Inducción al servicio social,229,13023,25
H1003S,El rol de la integridad en el desempeño de mi profesión,105,24213,32
H1004S,Promoviendo hambre cero,103,24223,33
H1004S,Promoviendo hambre cero,203,24226,13
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,104,24230,31
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,202,24235,19
H1001S,Inducción al servicio social,118,12861,31
H1001S,Inducción al servicio social,212,12993,24
H1001S,Inducción al servicio social,104,12807,34
H1001S,Inducción al servicio social,106,12809,32
H1004S,Promoviendo hambre cero,202,24225,19
H1001S,Inducción al servicio social,119,12862,32
H1001S,Inducción al servicio social,202,12926,35
H1003S,El rol de la integridad en el desempeño de mi profesión,201,24214,15
H1001S,Inducción al servicio social,250,13066,25
H1001S,Inducción al servicio social,137,12898,31
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,211,24272,18
H3001S,La filantropía para el impacto social positivo,101,24570,33
H3001S,La filantropía para el impacto social positivo,201,24574,19
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,108,24251,32
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,208,24261,32
H1001S,Inducción al servicio social,139,12900,32
H1001S,Inducción al servicio social,241,13048,26
H1001S,Inducción al servicio social,232,13026,24
H1001S,Inducción al servicio social,134,12892,32
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,107,24250,30
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,207,24260,15
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,103,24229,28
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,203,24240,18
H1001S,Inducción al servicio social,108,12824,30
H1001S,Inducción al servicio social,140,12901,32
H1001S,Inducción al servicio social,214,12995,29
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,102,24242,31
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,201,24253,30
H1001S,Inducción al servicio social,116,12859,32
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,102,24228,33
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,110,24568,29
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,212,24569,18
H1001S,Inducción al servicio social,146,12919,23
H1001S,Inducción al servicio social,234,13028,24
H1001S,Inducción al servicio social,103,12795,32
H1001S,Inducción al servicio social,219,13012,26
H1001S,Inducción al servicio social,101,12353,32
H1001S,Inducción al servicio social,213,12994,24
H1001S,Inducción al servicio social,114,12857,31
H1001S,Inducción al servicio social,125,12878,31
H1001S,Inducción al servicio social,201,12925,33
H1001S,Inducción al servicio social,223,13003,26
H1001S,Inducción al servicio social,123,12876,31
H1001S,Inducción al servicio social,237,13044,26
H1001S,Inducción al servicio social,141,12902,28
H1001S,Inducción al servicio social,247,13063,25
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,103,24243,29
H1001S,Inducción al servicio social,132,12890,30
H1001S,Inducción al servicio social,224,13004,25
H1001S,Inducción al servicio social,142,12903,30
H1001S,Inducción al servicio social,121,12874,30
H1001S,Inducción al servicio social,252,23196,26
H1001S,Inducción al servicio social,112,12855,32
H1001S,Inducción al servicio social,208,12989,31
H1001S,Inducción al servicio social,151,12924,30
H1001S,Inducción al servicio social,220,13013,22
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,106,24249,29
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,206,24259,18
H1001S,Inducción al servicio social,136,12897,31
H1001S,Inducción al servicio social,227,13021,25
H1001S,Inducción al servicio social,133,12891,31
H1001S,Inducción al servicio social,225,13005,25
H1001S,Inducción al servicio social,120,12873,31
H1001S,Inducción al servicio social,129,12887,30
H1001S,Inducción al servicio social,221,13014,27
TM1003S,Pre-certificación Pro Tools,201,34300,18
TM2001S,"Taller de música, ambiente sonoro y efectos Foley",101,35728,24
H1006S,Cracs de la información: destrezas informacionales y comunicativas básicas,201,19740,6
BT2001S,Detectives de microbios: descubriendo el mundo microscópico,101,38758,13
BT1001S,Biotecnología y alimentos: una antigua y riquísima combinación,202,38740,25
BT2001S,Detectives de microbios: descubriendo el mundo microscópico,201,38759,10
BT1001S,Biotecnología y alimentos: una antigua y riquísima combinación,102,38738,30
BT1001S,Biotecnología y alimentos: una antigua y riquísima combinación,101,38737,30
TA2002S,Controles preventivos para alimentos procesados,201,38993,19
F2001S,Taller de tópicos de física-matemática,201,36299,24
F1001S,Taller de escritura científica,101,30588,35
F1001S,Taller de escritura científica,201,30596,23
F1001S,Taller de escritura científica,202,30597,23
F1001S,Taller de escritura científica,102,30589,32
NT2001S,Recubrimientos basados en nanopartículas para aplicaciones autolimpiables,201,38134,18
Q1001S,Taller de seguridad en laboratorios,101,31785,31
Q1001S,Taller de seguridad en laboratorios,102,31793,30
Q1001S,Taller de seguridad en laboratorios,202,31795,23
TC2005S,Computación cuántica para todos,101,35084,30
TC2005S,Computación cuántica para todos,201,35085,29
TC2001S,Siguiente nivel: experto en programación competitiva,101,35256,32
TC2001S,Siguiente nivel: experto en programación competitiva,201,35257,30
TC1002S,Herramientas computacionales: el arte de la analítica,101,35158,32
TC1004S,Internet y redes de computadoras,101,35578,30
TC2002S,Conectando el mundo web,101,35400,31
TC2002S,Conectando el mundo web,201,35401,30
TC2004S,De la idea a la App Store,101,35092,25
TC2004S,De la idea a la App Store,201,39089,24
IN2001S,Toma de decisiones en entornos complejos,101,30398,31
IN2001S,Toma de decisiones en entornos complejos,103,30676,27
IN2002S,Visualización estratégica de datos,101,30400,31
IN2002S,Visualización estratégica de datos,102,30401,28
NN2001S,Carreras de carros de cartón,101,30402,11
BI2001S,CAD para biomédicos,102,38925,10
BI2001S,CAD para biomédicos,202,36775,14
BI2001S,CAD para biomédicos,101,38924,12
BI2001S,CAD para biomédicos,201,36774,27
E2002S,Desarrollo de un sistema de control de velocidad de un motor de corriente directa,101,38928,11
MR2002S,"Conéctate al mundo, sistemas ciberfísicos",101,38936,17
MR2002S,"Conéctate al mundo, sistemas ciberfísicos",201,38937,19
MR2001S,Competencia mecatrónica,201,38934,25
MR1001S,Simulación y modelación en ingeniería,101,38930,31
MR1001S,Simulación y modelación en ingeniería,201,38931,32
MR2001S,Competencia mecatrónica,101,38933,20
M1001S,Ingeniería en acción,103,36570,18
M1001S,Ingeniería en acción,101,36568,33
M1001S,Ingeniería en acción,201,36585,32
M2001S,Preparación para la certificación en simulación con elementos finitos usando SolidWorks,101,36604,20
M1001S,Ingeniería en acción,202,36586,30
M1002S,Taller de certificación en ingeniería,104,36603,31
M1002S,Taller de certificación en ingeniería,103,36602,32
M1002S,Taller de certificación en ingeniería,101,36587,30
M2001S,Preparación para la certificación en simulación con elementos finitos usando SolidWorks,201,36605,32
M1002S,Taller de certificación en ingeniería,102,36588,31
M1001S,Ingeniería en acción,102,36569,29
CV2001S,Tecnología en la modelación estructural,202,32525,6
CV2001S,Tecnología en la modelación estructural,101,32519,12
CV2001S,Tecnología en la modelación estructural,203,40625,10
CV1002S,Tecnología en el ambiente construido para Ingeniería,102,32514,10
CV1002S,Tecnología en el ambiente construido para Ingeniería,202,32518,8
CV2002S,Herramientas de Lean Construction,101,32526,14
CV2002S,Herramientas de Lean Construction,201,32529,11
CV2001S,Tecnología en la modelación estructural,102,32523,11
CV1002S,Tecnología en el ambiente construido para Ingeniería,101,32513,10
CV1002S,Tecnología en el ambiente construido para Ingeniería,201,32517,13
CV2001S,Tecnología en la modelación estructural,201,32524,6
CV1001S,Visión sistémica y sostenible para Ingeniería,101,33023,10
DS1001S,La sustentabilidad en el ejercicio profesional de un ingeniero,102,35928,17
DS1002S,Vive el desarrollo sustentable,202,35930,34
DS1002S,Vive el desarrollo sustentable,203,35931,33
DS1001S,La sustentabilidad en el ejercicio profesional de un ingeniero,101,35927,27
DS1002S,Vive el desarrollo sustentable,201,35929,32
IQ2001S,Explora el diseño asistido por computadora de los procesos químicos,201,35948,12
IQ2001S,Explora el diseño asistido por computadora de los procesos químicos,102,35947,13
IQ2001S,Explora el diseño asistido por computadora de los procesos químicos,101,35946,14
SD1023S,Investigación en salud,105,38576,25
SD1023S,Investigación en salud,101,38563,28
SD1023S,Investigación en salud,104,38575,25
SD1023S,Investigación en salud,102,38565,30
SD1023S,Investigación en salud,106,38578,25
MB2001S,Diagnóstico en patología: de la piel a los huesos,202,31093,28
MB2001S,Diagnóstico en patología: de la piel a los huesos,201,31075,31
NU2001S,Campo de entrenamiento en nutrición,201,32642,37
OD2003S,Tecnología en odontología,200,40099,34
CF1001S,Excel como herramienta en la toma de decisiones,101,20496,31
CF1001S,Excel como herramienta en la toma de decisiones,201,20518,26
CF1001S,Excel como herramienta en la toma de decisiones,103,20517,29
CF1001S,Excel como herramienta en la toma de decisiones,203,21593,17
CF1001S,Excel como herramienta en la toma de decisiones,102,20516,30
CF1001S,Excel como herramienta en la toma de decisiones,202,21590,20
CF1001S,Excel como herramienta en la toma de decisiones,104,21589,30
CF1001S,Excel como herramienta en la toma de decisiones,204,21594,15
FZ1001S,Mercados financieros,103,21595,29
FZ1001S,Mercados financieros,102,20520,30
FZ1001S,Mercados financieros,201,20521,30
FZ2002S,Finanzas personales,201,23320,27
FZ1001S,Mercados financieros,101,20519,29
FZ2002S,Finanzas personales,101,23319,29
EM1001S,Emprende con propósito,117,13093,25
EM1001S,Emprende con propósito,226,13275,27
EM1001S,Emprende con propósito,205,13188,27
EM1001S,Emprende con propósito,202,13185,28
EM1001S,Emprende con propósito,120,13125,28
EM1001S,Emprende con propósito,208,13209,28
EM1001S,Emprende con propósito,119,13109,30
EM1001S,Emprende con propósito,127,13157,29
EM1001S,Emprende con propósito,107,13059,29
EM1001S,Emprende con propósito,207,13208,27
EM1001S,Emprende con propósito,125,13143,30
EM1001S,Emprende con propósito,225,13274,27
EM1001S,Emprende con propósito,128,13158,31
EM1001S,Emprende con propósito,222,13271,30
EM1001S,Emprende con propósito,124,13129,30
EM1001S,Emprende con propósito,204,13187,27
EM1001S,Emprende con propósito,104,12938,30
EM1001S,Emprende con propósito,123,13128,30
EM1001S,Emprende con propósito,201,13159,28
EM1001S,Emprende con propósito,221,13266,27
EM1001S,Emprende con propósito,101,12917,29
EM1001S,Emprende con propósito,203,13186,27
EM1001S,Emprende con propósito,105,12939,30
EM1001S,Emprende con propósito,224,13273,28
EM1001S,Emprende con propósito,108,13060,30
EM1001S,Emprende con propósito,109,13061,28
EM1001S,Emprende con propósito,206,13207,27
EM1001S,Emprende con propósito,122,13127,30
EM1001S,Emprende con propósito,218,13263,28
EM1001S,Emprende con propósito,228,13284,28
EM1001S,Emprende con propósito,112,13081,28
EM1001S,Emprende con propósito,102,12918,30
EM1001S,Emprende con propósito,113,13082,26
EM1001S,Emprende con propósito,121,13126,28
EM1001S,Emprende con propósito,111,13080,30
EM1001S,Emprende con propósito,227,13276,27
EM1001S,Emprende con propósito,103,12937,30
EM1001S,Emprende con propósito,115,13091,26
EM1001S,Emprende con propósito,217,13262,27
EM1001S,Emprende con propósito,213,13248,23
EM1001S,Emprende con propósito,106,13017,29
EM1001S,Emprende con propósito,209,13210,28
EM1001S,Emprende con propósito,219,13264,27
EM1001S,Emprende con propósito,211,13230,24
EM1001S,Emprende con propósito,220,13265,26
EM1001S,Emprende con propósito,114,13090,26
EM1001S,Emprende con propósito,214,13249,21
EM1001S,Emprende con propósito,216,13251,22
EM1001S,Emprende con propósito,118,13094,27
EM1001S,Emprende con propósito,210,13220,28
EM1001S,Emprende con propósito,116,13092,28
EM1001S,Emprende con propósito,212,13231,22
EM1001S,Emprende con propósito,215,13250,20
EM1001S,Emprende con propósito,110,13079,30
EM1001S,Emprende con propósito,126,13144,29
EM1001S,Emprende con propósito,223,13272,30
AD1002S,Bootcamp de liderazgo para mujeres,201,21086,29
AD1001S,Diseño de negocios conscientes,101,21007,31
AD2001S,Finanzas estratégicas,101,26176,27
AD1002S,Bootcamp de liderazgo para mujeres,102,21053,29
AD2001S,Finanzas estratégicas,105,26205,23
AD2001S,Finanzas estratégicas,201,26228,10
AD1002S,Bootcamp de liderazgo para mujeres,101,21052,30
AD2001S,Finanzas estratégicas,102,26181,27
AD1002S,Bootcamp de liderazgo para mujeres,202,21087,25
AD1001S,Diseño de negocios conscientes,201,21015,28
RH1001S,Liderazgo multigeneracional,114,20986,30
RH1003S,Liderazgo positivo,102,21097,29
RH1001S,Liderazgo multigeneracional,112,20984,30
RH1001S,Liderazgo multigeneracional,102,20952,30
RH1001S,Liderazgo multigeneracional,203,21018,30
RH1001S,Liderazgo multigeneracional,118,20996,29
RH1001S,Liderazgo multigeneracional,109,20977,31
RH1001S,Liderazgo multigeneracional,101,20947,28
RH1001S,Liderazgo multigeneracional,209,21042,28
RH1001S,Liderazgo multigeneracional,201,21016,28
RH1001S,Liderazgo multigeneracional,105,20955,31
RH1001S,Liderazgo multigeneracional,113,20985,28
RH1001S,Liderazgo multigeneracional,206,21029,30
RH1003S,Liderazgo positivo,104,40855,29
RH1001S,Liderazgo multigeneracional,108,20967,30
RH1001S,Liderazgo multigeneracional,104,20954,29
RH1001S,Liderazgo multigeneracional,117,20995,27
RH1001S,Liderazgo multigeneracional,106,20956,31
RH1003S,Liderazgo positivo,103,39969,30
RH1001S,Liderazgo multigeneracional,116,20988,25
RH1001S,Liderazgo multigeneracional,103,20953,29
RH1001S,Liderazgo multigeneracional,111,20979,29
RH1001S,Liderazgo multigeneracional,207,21040,28
RH1003S,Liderazgo positivo,202,39970,28
RH1001S,Liderazgo multigeneracional,205,21022,29
RH1001S,Liderazgo multigeneracional,115,20987,30
RH1001S,Liderazgo multigeneracional,208,21041,29
RH1001S,Liderazgo multigeneracional,204,21019,27
RH1001S,Liderazgo multigeneracional,107,20957,29
RH1003S,Liderazgo positivo,101,21096,30
RH1003S,Liderazgo positivo,201,21098,28
RH1001S,Liderazgo multigeneracional,202,21017,31
RH1001S,Liderazgo multigeneracional,110,20978,29
CD1002S,Bootcamp en análisis de datos,101,19903,30
CD1001S,Bootcamp de programación,101,19891,28
MT1001S,Construye tu tienda en línea con Shopify,102,19934,29
MT1001S,Construye tu tienda en línea con Shopify,201,19947,27
MT2001S,Fortalece las relaciones con tus clientes a través de Salesforce,101,19961,28
MT1001S,Construye tu tienda en línea con Shopify,101,19910,30
MT1001S,Construye tu tienda en línea con Shopify,202,19948,26
WKAB1003S,Mi selfi de hoy,209,13516,27
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",101,20431,30
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",201,20911,28
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",103,20433,32
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",109,20701,31
WKAB1003S,Mi selfi de hoy,105,12976,30
WKAB1003S,Mi selfi de hoy,108,12983,30
WKAB1003S,Mi selfi de hoy,205,13008,28
WKAB1003S,Mi selfi de hoy,208,13010,25
WKAB1004S,Elijo ser sano,102,11604,31
WKAB1004S,Elijo ser sano,207,11641,25
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",113,20905,30
WKAB1001S,Un viaje a mi interior,108,13036,31
WKAB1001S,Un viaje a mi interior,208,13057,30
WKAB1004S,Elijo ser sano,101,11603,31
WKAB1004S,Elijo ser sano,104,11606,31
WKAB1004S,Elijo ser sano,203,11626,29
WKAB1004S,Elijo ser sano,204,11638,32
WKAB1004S,Elijo ser sano,109,11623,30
WKAB1004S,Elijo ser sano,208,11642,31
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",107,20508,32
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",114,28757,31
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",203,20913,29
WKAB1005S,Tu reto de 7 días: tu bienestar,201,11661,29
WKAB1003S,Mi selfi de hoy,102,12973,29
WKAB1003S,Mi selfi de hoy,107,12982,31
WKAB1003S,Mi selfi de hoy,202,12985,27
WKAB1003S,Mi selfi de hoy,207,13009,27
WKAB1003S,Mi selfi de hoy,101,12972,30
WKAB1003S,Mi selfi de hoy,201,12984,29
WKAB1004S,Elijo ser sano,106,11620,31
WKAB1004S,Elijo ser sano,107,11621,29
WKAB1004S,Elijo ser sano,202,11625,31
WKAB1004S,Elijo ser sano,205,11639,28
WKAB1001S,Un viaje a mi interior,106,13551,32
WKAB1001S,Un viaje a mi interior,109,13552,31
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",104,20434,30
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",108,20700,29
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",202,20912,28
WKAB1003S,Mi selfi de hoy,104,12975,30
WKAB1003S,Mi selfi de hoy,204,13007,28
WKAB1001S,Un viaje a mi interior,201,13053,32
WKAB1001S,Un viaje a mi interior,209,13803,27
WKAB1004S,Elijo ser sano,108,11622,31
WKAB1001S,Un viaje a mi interior,105,13034,36
WKAB1001S,Un viaje a mi interior,107,13035,31
WKAB1001S,Un viaje a mi interior,205,18749,31
WKAB1001S,Un viaje a mi interior,207,13056,30
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",102,20432,32
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",106,20436,32
WKAB1004S,Elijo ser sano,209,11659,28
WKAB1004S,Elijo ser sano,103,11605,32
WKAB1004S,Elijo ser sano,105,11619,31
WKAB1004S,Elijo ser sano,201,11624,31
WKAB1001S,Un viaje a mi interior,102,13032,32
WKAB1001S,Un viaje a mi interior,104,13033,35
WKAB1001S,Un viaje a mi interior,202,13054,32
WKAB1001S,Un viaje a mi interior,204,13055,32
WKAB1001S,Un viaje a mi interior,103,13528,30
WKAB1001S,Un viaje a mi interior,203,18681,33
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",110,20899,29
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",112,20904,29
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",204,20917,28
WKAB1005S,Tu reto de 7 días: tu bienestar,101,11660,31
WKAB1005S,Tu reto de 7 días: tu bienestar,202,18680,30
WKAB1001S,Un viaje a mi interior,101,13031,31
WKAB1001S,Un viaje a mi interior,206,13802,31
WKAB1003S,Mi selfi de hoy,109,13514,30
WKAB1003S,Mi selfi de hoy,203,12999,25
WKAB1003S,Mi selfi de hoy,206,13515,28
WKAB1004S,Elijo ser sano,206,11640,28
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",105,20435,27
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",111,20900,29
WKLI2002S,"Fortaleciendo espíritu, mente y sexualidad",205,28758,28
WKAB1003S,Mi selfi de hoy,103,12974,29
WKAB1003S,Mi selfi de hoy,106,13513,29
WKBI2002S,Semana 18 Enfoque LBC-5,303,33125,9
WKLI1006S,El arte de emocionarte,109,31709,30
WKLI1006S,El arte de emocionarte,108,31708,30
WKLI1006S,El arte de emocionarte,201,31931,27
WKLI1006S,El arte de emocionarte,104,31616,30
WKLI1006S,El arte de emocionarte,202,31932,27
WKLI1006S,El arte de emocionarte,112,31921,27
WKLI1006S,El arte de emocionarte,113,31922,26
WKLI1006S,El arte de emocionarte,205,31949,29
WKLI1006S,El arte de emocionarte,101,31144,29
WKLI1006S,El arte de emocionarte,111,31711,30
WKLI1006S,El arte de emocionarte,204,31943,29
WKLI1006S,El arte de emocionarte,106,31628,30
WKLI1006S,El arte de emocionarte,114,31923,30
WKLI1006S,El arte de emocionarte,105,31617,30
WKLI1002S,Teatro con sentido,101,31947,30
WKLI1002S,Teatro con sentido,102,31948,28
WKLI1002S,Teatro con sentido,201,32019,30
WKLI1002S,Teatro con sentido,202,32070,30
WKLI1006S,El arte de emocionarte,107,31696,28
WKLI1006S,El arte de emocionarte,103,31615,29
WKLI1006S,El arte de emocionarte,102,31600,30
WKLI1002S,Teatro con sentido,107,31955,24
WKLI1002S,Teatro con sentido,108,31956,29
WKLI1002S,Teatro con sentido,204,32072,27
WKLI1006S,El arte de emocionarte,110,31710,30
WKLI1006S,El arte de emocionarte,203,31933,27
WKLI1002S,Teatro con sentido,104,31952,31
WKLI1002S,Teatro con sentido,203,32071,27
WKLI1002S,Teatro con sentido,105,31953,30
WKLI1002S,Teatro con sentido,106,31954,29
WKLI1002S,Teatro con sentido,103,31951,28
WKLI1002S,Teatro con sentido,110,31958,27
WKLI1002S,Teatro con sentido,109,31957,28
WKLI1002S,Teatro con sentido,111,31961,28
WKLI1002S,Teatro con sentido,112,31962,29
WKLI1008S,Construyendo cuerpo y mente,105,23522,30
WKLI1008S,Construyendo cuerpo y mente,106,23523,28
WKAB1002S,Ponle play a tu bienestar,104,16070,28
WKLI1008S,Construyendo cuerpo y mente,113,23535,30
WKLI1008S,Construyendo cuerpo y mente,114,23536,30
WKLI1008S,Construyendo cuerpo y mente,205,23667,26
WKLI1008S,Construyendo cuerpo y mente,103,23520,30
WKLI1008S,Construyendo cuerpo y mente,104,23521,30
WKLI1008S,Construyendo cuerpo y mente,201,23663,29
