Producto, Unidades ,Factura
34566,1,602888
18266,4,927383
47297,1,541633
41372,1,396730
24337,1,395966
47240,1,625448
27795,1,538913
47276,1,662973
11419,1,816436
35280,1,924666
35026,1,328542
34742,1,690237
27484,1,830652
17155,1,771131
36024,1,708029
24336,1,511989
40012,1,791876
24338,1,541494
20673,1,175906
31258,1,642595
35030,1,925845
18569,1,484861
18197,1,540009
40436,1,720665
34747,1,663940
35199,1,793576
35365,1,580710
34695,1,117504
17702,1,541042
34741,1,508473
37520,1,713307
5100,3,178357
19956,1,643384
47219,2,318315
17445,1,635743
47240,1,687951
24371,1,924337
47340,1,781043
30305,1,639892
46788,1,182822
35191,2,543024
51140,1,609681
23153,1,671994
16972,1,469029
199,1,543876
17397,1,743883
34264,1,653945
40596,1,764794
34820,1,696591
17439,1,666469
48382,1,788063
38166,1,544798
39599,1,449267
1931,1,614848
34724,1,550056
34115,1,671585
37591,8,725993
23675,1,179420
24415,1,733576
41915,1,666184
34379,1,750696
17420,1,704739
14223,1,28761
37330,1,635185
37452,1,925720
14981,1,608448
35291,1,323863
46894,1,712762
37535,1,831484
43740,2,363710
17387,1,602675
2313,1,126176
34311,1,746243
122,1,318227
47320,1,327276
37188,1,581670
17439,1,791186
49321,1,15698
20306,1,177623
2116,1,801687
1833,1,644131
2779,1,321958
47659,1,780179
34301,1,697217
11822,1,592465
47679,1,724755
34425,1,754608
1393,1,323017
20325,1,687593
47292,1,361410
2557,1,773765
24271,1,654433
43813,1,571999
20535,1,29453
27396,2,709895
23923,1,174911
5405,1,662543
18143,1,729647
17131,1,701649
1460,1,177594
34419,1,606734
20639,1,759287
17482,1,722604
41373,1,710668
47052,1,652167
20673,1,511138
49661,1,724253
17193,1,784938
34415,1,732897
60,1,666097
35178,1,464939
29049,1,183948
34742,1,467206
43812,1,711033
37765,2,747735
3139,1,177432
20367,1,787445
47292,1,621187
24148,1,669609
24335,1,756560
24467,1,466393
23292,1,927387
24035,1,711399
46059,1,761361
34038,1,822608
35258,1,327512
23928,1,711903
17120,1,649021
19389,1,182577
17206,1,244235
47082,1,927246
34483,1,628206
17481,1,711134
9809,1,336407
17481,1,569974
47292,1,721873
34095,1,688130
47783,1,830428
48217,1,743527
41372,1,611141
17529,1,637317
36041,1,734520
24335,1,715526
16955,1,322959
43703,1,712148
47290,1,793816
34724,1,541469
17391,1,817541
48397,1,736881
14627,1,684839
33835,1,361792
35089,2,738022
34742,1,632185
40874,1,692828
45413,1,468025
17841,1,797560
27442,1,659872
34299,1,734622
24337,1,724468
47786,1,664870
17445,1,182673
34386,1,665955
39626,1,816303
18267,1,726449
27629,1,773793
17193,1,752990
17434,1,828076
37582,1,725216
48178,1,753558
38993,1,467339
38020,1,667640
8245,1,634711
16699,1,823515
15019,1,723159
20566,1,693444
20279,1,543240
18131,1,776162
17513,1,324675
37582,1,607961
12600,1,396913
34559,1,776868
18267,1,714768
16974,1,711953
35440,1,510573
30213,1,258923
20301,1,829315
31258,1,740943
2346,1,826077
33639,1,657030
39531,1,614849
29259,1,713046
41913,2,830645
34099,1,735720
2925,1,780950
17422,1,573671
29362,1,923518
16964,1,29501
35297,1,649362
27203,1,762126
42529,1,926481
41643,1,726805
41795,1,512623
24472,1,745653
34742,1,799155
39628,1,336438
36166,3,322545
20314,1,470103
44285,1,680512
34137,1,688498
39626,1,466898
18884,1,540326
27557,1,318226
23093,1,178459
47240,1,183070
18875,1,828350
1538,1,623171
46277,1,663146
38993,1,682857
37449,1,708560
24371,1,686814
32304,1,541574
34695,1,777987
20639,2,737374
17482,1,663980
22554,1,778183
20618,1,771816
35693,1,637873
47645,1,696643
34112,1,179042
20752,1,624589
17412,1,175342
2924,1,177193
12366,1,758468
23841,1,328306
48301,2,470024
34694,1,735495
20653,1,829772
19023,1,177907
34420,1,80873
47678,1,639769
34105,1,126715
47212,1,792228
39530,1,663706
35049,1,822658
47287,1,733358
20369,1,755036
19622,2,513732
46848,1,584801
14412,1,543734
35501,1,335599
35050,1,575138
16969,1,724049
17192,1,244160
19024,1,323777
37529,1,705305
34112,1,392092
30082,1,660509
17422,1,692644
43482,1,630363
34371,1,761066
34370,1,665434
47785,1,336959
16971,1,830605
34673,1,260017
46058,1,720822
37049,1,806585
20992,1,671271
35104,1,541790
17154,1,642268
23555,1,736742
34028,1,757791
34534,1,751812
16972,1,362609
17737,1,604361
16983,1,731126
39531,1,390913
23290,1,782486
34695,2,177971
35208,1,829723
33135,1,686671
48217,1,709099
34483,1,512431
39839,1,234039
20535,1,779391
23198,1,742982
40235,1,623003
41647,1,830200
35036,1,391515
34741,1,466723
44262,1,650107
29700,1,546977
38916,1,691999
20535,1,713879
47292,1,636209
8849,1,177433
17737,1,730064
17244,1,336519
2489,1,494824
18535,1,666174
41789,1,699740
17377,1,745358
41373,1,606225
18535,1,125927
37386,1,259564
39343,1,743093
30213,1,324535
31529,6,757794
17386,1,580779
5082,2,758799
20619,1,735424
24371,1,820216
37216,1,673167
2093,1,391968
35462,1,513995
17387,1,392778
19488,1,745185
40703,1,467840
41373,1,613397
47224,1,258371
18886,1,649043
18367,1,334953
37583,1,328240
47678,1,808562
23343,1,669286
46817,1,726294
34039,1,761664
18012,1,542230
34374,1,612966
17428,1,713219
37407,2,636843
34433,1,786129
17534,1,762714
34568,1,752335
4129,1,717475
24341,1,811242
34756,1,666475
47656,1,802819
35198,1,470620
47212,1,741632
18535,1,812616
47340,1,543484
30531,1,711559
46817,1,712130
38167,1,701643
47259,1,682933
37583,1,661128
42099,1,259655
34115,1,540973
40280,1,617078
35641,1,324075
26955,1,821319
37158,1,832682
34312,1,657099
41420,5,780686
46454,1,712773
34483,1,297763
17155,1,783463
48022,1,723943
17439,1,469691
6232,1,629319
41789,1,540698
23723,1,370425
48396,1,513112
48443,1,695972
23534,1,335657
39824,1,738401
47876,1,513713
48212,1,828619
40034,1,610425
34160,1,467573
47669,1,318606
47287,1,832139
18535,1,335692
24473,1,795964
40380,1,369437
17387,1,770566
17157,1,601443
16206,1,731177
48309,1,718387
40680,1,713202
17186,1,543399
34695,1,924636
47084,1,832719
34421,1,467764
2100,1,927472
34437,1,711907
18650,1,324686
41904,1,540847
3011,1,692053
4556,1,363776
47240,1,735621
19813,1,705061
41903,1,773369
34704,1,609473
34299,1,468051
24111,1,764619
34566,1,328628
20673,1,712480
47212,1,719692
47259,1,175840
871,1,673842
47581,1,541807
34534,1,467447
48469,1,657941
50098,1,767712
34301,1,395966
17144,1,764576
38020,1,465969
34465,1,391309
18164,1,318389
16963,1,724010
39556,1,828179
20243,1,467606
34387,1,706396
37189,1,677352
35191,1,668416
42839,1,465769
34673,1,606225
20458,1,514545
47810,1,396869
23291,1,636380
41916,1,363304
34274,1,337371
16920,1,671853
3145,2,710711
38032,1,786152
17147,1,733317
47993,1,543320
36166,1,300237
37449,1,712332
4129,1,924168
34274,2,542757
40380,1,737039
36102,1,763023
8139,1,706863
38217,1,174550
19972,1,645438
16727,1,541454
47201,1,435183
27629,1,678628
33226,1,924012
3430,1,693116
24453,1,178873
40769,1,495511
23421,1,469086
17428,1,763101
22566,1,614538
48396,1,543884
39539,1,752918
14802,1,780841
47651,1,469996
41642,1,512014
199,1,692035
34425,1,645526
24371,1,465508
17797,1,724989
34568,1,723543
37730,1,766748
37159,1,259564
40068,1,465316
37218,1,394904
34533,1,795809
34311,1,318200
17841,1,628045
16922,1,618804
20641,1,695076
39539,1,183331
30213,1,793035
34311,1,702867
30085,1,260041
17235,1,179478
849,1,802977
1538,1,706130
48067,1,729315
34357,2,299284
28174,1,670899
52626,1,584801
3000,1,676904
28107,1,734292
35191,1,693864
33564,1,395590
17482,1,642967
18367,1,925035
34778,1,582134
34274,1,656102
34343,1,830632
35032,1,600537
48227,1,724753
2030,1,7345
39539,1,232873
34369,1,725509
16981,1,362622
5668,2,234463
37730,1,328867
47943,1,259796
14835,1,604531
38166,1,139710
17093,1,829774
9808,1,731426
51139,1,545139
39583,1,709382
34090,1,788232
17259,1,82781
40363,2,747385
19907,1,623260
41052,1,736742
39944,1,362026
17166,1,665903
24355,1,715117
20458,1,683545
20541,1,574909
37582,1,691738
422,1,174715
2536,1,734268
36082,1,785828
17737,1,649043
34820,1,815609
20429,1,708973
17499,1,178684
48184,1,259506
37786,1,674018
48236,1,683759
17272,1,177837
24415,1,182910
34324,1,620357
18038,1,645073
24333,1,542148
47810,1,583013
20639,1,709651
928,1,722520
40772,1,786144
67,1,925223
17157,1,771614
17377,1,822062
20574,1,679192
34115,1,830700
36014,4,707351
34039,1,736503
12452,1,373524
28021,2,769626
46894,1,635355
34334,1,327404
39249,1,753212
34389,1,798684
17678,1,792342
17387,1,542061
5895,1,175004
38166,1,392030
40771,1,705412
34436,1,318404
1106,1,800572
39825,1,745293
48307,1,609341
23338,1,699564
47050,1,723348
37584,1,788675
34312,1,681981
52825,1,611141
24501,1,731837
35874,1,620151
16983,3,179179
37184,1,803380
11947,1,513266
34311,2,654145
24002,1,753641
34433,1,830512
20263,1,825225
24275,1,637687
34324,1,786916
20672,1,779000
48022,1,790005
30499,1,600355
40450,1,725778
23343,1,714864
35365,1,450094
46629,1,725294
48309,1,562883
34778,1,465367
34437,1,540412
17207,1,495217
41914,1,513626
44451,1,710911
16971,2,801288
47659,1,322951
35396,1,724468
13769,1,676684
34335,1,797517
23935,1,325110
34068,1,926328
38008,1,691362
34582,1,608120
17897,1,734516
41916,1,396201
47639,2,335905
47783,1,734221
39343,1,766301
41915,1,609821
37236,1,654713
4129,1,926014
39533,1,708915
35251,1,654906
39532,1,328137
18513,1,664885
16974,1,791186
17426,1,721186
39861,1,798712
46960,1,634471
33186,1,629266
17773,1,117673
47287,1,829887
28149,1,731002
34673,1,361884
24335,1,755908
46817,1,818850
34274,1,646686
24335,1,734189
48445,1,323958
17302,1,724801
16972,1,395791
24323,1,723150
37583,1,260347
36037,2,98732
19806,1,622527
35318,1,467239
16983,2,648657
47224,1,734663
5117,1,673975
23292,1,760488
39597,1,770720
40449,1,362554
2333,1,717592
27270,2,626084
19520,1,747615
30213,1,689458
20244,1,599788
51045,1,567474
777,1,335956
30213,1,391244
34673,1,622733
30052,1,322988
16930,2,671737
42129,1,369525
37190,1,758799
20010,2,926615
14627,1,363405
17841,1,829721
17155,1,327045
37449,1,659439
34742,1,634902
22976,1,126684
46817,1,825259
47949,1,829623
16629,1,647686
16301,1,327381
47212,1,779346
17192,1,626229
41246,1,570502
2925,1,724493
24355,1,705061
17387,1,661358
39782,1,617087
34419,1,466540
33024,1,16859
47659,2,597571
199,1,733388
47779,1,322340
36000,1,746867
34325,1,512849
17145,1,641194
47757,1,29071
34568,1,335867
34742,1,682779
48396,1,719087
45161,1,614615
23343,1,759751
46088,1,513361
37537,1,470017
47810,1,702440
47943,1,30164
3904,1,182797
39050,1,740868
24335,1,730987
23259,1,361949
16996,1,652342
34799,1,371231
13627,1,705046
47297,1,774583
37527,1,723468
17154,1,362831
14835,1,829364
37151,1,686216
19956,1,466066
19668,1,711631
34333,1,713246
48404,1,360369
23191,1,923578
14627,1,719498
46817,1,736814
34055,1,736190
34059,1,550471
20566,1,626107
47645,1,363784
20263,1,688931
34579,1,176365
41643,1,373076
44245,1,647314
42798,1,648840
17342,1,327115
47119,1,808142
33246,1,362242
30213,1,784978
17395,1,327770
47296,1,665427
17420,1,725635
34742,1,322133
35370,1,724342
35221,1,687099
29978,1,725243
34069,1,751941
47810,1,810177
17512,1,779569
18164,1,642212
35693,1,97680
29259,1,782652
34357,1,654765
20244,1,322204
38202,2,813343
34813,1,780527
47676,1,752686
34589,1,829853
23946,1,373129
34486,1,82238
2050,1,656787
40034,1,654906
34484,1,126732
11737,1,656230
16974,1,752424
19327,2,641625
41794,1,832340
37151,2,802027
44992,1,278321
35199,1,593874
16944,1,619356
34389,2,467529
2083,1,789124
37467,1,390998
35693,1,704555
26009,1,623423
24330,1,360970
34112,1,126410
39597,1,653284
23681,1,668629
3136,1,613915
42628,1,597695
24035,1,81309
47082,1,526983
34568,1,643876
37645,1,694226
40953,1,183923
42143,1,611799
40596,1,540424
18461,1,693408
18368,1,702405
48216,1,299757
37436,1,723928
17482,1,740015
34483,1,336023
37158,1,617622
24472,1,923957
48443,1,618381
30319,1,760161
17157,1,328332
1731,1,466407
2914,1,395588
39546,1,371815
16971,1,328035
40658,1,717066
31847,1,625616
34646,1,619715
37583,1,754641
20316,1,467342
47755,1,665108
35030,1,668867
34425,1,665984
963,1,661358
39532,1,322151
34100,1,790254
48215,1,776270
23534,2,613972
34742,1,180750
37583,1,715048
34369,1,495866
34820,1,747673
35440,1,177331
34028,1,780328
36085,1,625572
24335,1,711497
39583,1,726171
51180,1,613712
19907,1,541688
23290,1,465861
48220,2,757169
51481,1,299765
13777,1,174927
47240,1,644659
46679,1,467560
27321,1,825187
23723,1,743989
26632,1,710349
17138,1,607336
48396,1,676912
24371,1,712119
47618,1,700648
17358,1,513141
22567,1,29071
34089,1,318260
30052,1,541469
18416,1,606028
2145,1,138725
35200,1,542321
17092,1,804787
47259,1,460345
48435,1,787012
37728,1,607262
28107,1,361971
35369,1,469036
47948,1,468458
4723,1,584801
17386,1,923915
35302,1,678789
34239,1,467435
30778,1,775111
17735,1,686023
17506,1,259184
16947,2,616198
47786,1,649350
11443,1,672330
48397,1,734630
46914,1,363483
48301,1,688518
47639,1,713529
47259,1,512426
17139,1,738050
14511,1,787719
47259,1,655758
34097,1,172594
17482,1,711234
3209,1,714099
47217,1,543676
2646,1,657638
46053,1,776905
34099,1,758742
17704,1,327448
48178,1,390935
48434,2,513756
41794,1,735375
19809,1,631723
39507,1,606701
48887,1,715899
37583,1,735441
17120,1,671939
19907,1,587144
37189,2,613915
34820,1,647808
39504,1,622757
35658,1,737132
19024,1,559322
1426,1,613430
34334,1,772327
17193,1,179220
34182,1,764291
34081,1,747315
17165,1,724030
34696,1,732649
23558,1,757629
17387,1,541594
18164,1,585453
34311,3,325147
47117,2,746040
34068,3,692648
24335,1,177824
16163,1,830018
17144,1,125325
19809,1,178866
24501,1,686671
47943,1,829622
24371,1,362715
12065,1,669965
37583,1,706131
34658,1,667063
36102,3,738482
17342,1,706857
4499,1,81558
45697,1,328055
36102,1,182894
20316,1,773190
37487,1,642972
17138,1,540187
44315,1,752568
34483,1,323672
35066,1,789511
354,1,734394
37487,1,731984
17120,1,712201
37153,1,725371
19963,1,646891
2548,1,336671
3177,1,667021
20578,1,831122
17167,1,826640
47161,1,92402
2599,1,763842
25011,1,25612
47676,1,607490
14627,1,611644
37582,1,372007
39528,1,178917
40953,1,597074
12966,1,806330
34419,1,687337
41372,2,182626
19493,1,80866
47810,1,667969
23534,1,672608
41794,1,710259
17387,1,746843
37526,1,470011
36474,1,802654
51351,1,738832
18535,1,786305
19605,1,711171
17128,1,510873
47786,2,810149
23946,1,741528
38006,2,17080
15196,1,622873
40448,1,299861
23675,1,616016
36000,1,540773
47259,1,327862
47581,1,756936
34742,1,622158
34369,1,688907
20752,1,646674
38993,1,657173
937,1,178468
34728,1,495345
34436,1,327290
44902,1,665115
34579,1,539673
43849,1,623108
20313,1,361175
16974,1,617087
39975,1,324569
24334,1,719002
27629,1,664458
7686,1,543876
34534,1,299911
43735,1,725261
34095,1,823206
46659,1,649962
39577,1,695467
17434,1,468796
34649,1,628385
27567,1,394796
37739,1,336174
17175,1,725181
38767,1,639706
46991,1,178534
34097,1,925078
29700,1,179138
39865,1,125478
47948,1,676615
34437,1,671397
34742,1,618106
17882,1,665780
20752,1,394435
16972,1,783777
20308,1,690916
17416,1,318356
12948,1,690923
46966,1,825964
16962,1,728484
3139,1,438310
34182,1,177042
20639,1,779818
39599,2,778757
18825,2,777085
11887,1,585520
12948,10,126732
47653,1,709991
18034,1,733896
35622,1,357874
18535,1,544008
17144,1,467401
41825,1,743419
23947,1,691778
34778,1,735621
16962,1,723505
5476,1,711508
12358,1,696012
38216,1,778236
17704,1,97042
1924,1,713752
12596,1,596695
34666,1,234037
34455,1,713307
34369,1,672765
34112,1,324277
17165,1,575155
35209,1,831347
47659,1,673765
11175,1,467257
14627,1,763379
37184,1,175883
24453,1,712975
47876,1,642118
17191,1,830332
34696,4,542985
34759,1,649818
717,1,550017
34324,1,174924
17515,1,831073
19812,1,721666
34483,1,543967
16971,1,584801
2050,1,511655
46705,1,771179
17737,1,751247
39107,1,829324
34324,1,691803
24468,1,701923
34579,1,468952
19907,1,641339
16961,1,784541
30213,1,178464
14442,2,542140
47259,1,818995
2346,1,765224
34386,1,754478
34068,1,325144
20749,1,710503
17208,1,621503
20037,2,622692
17482,1,757794
34433,1,25612
34083,1,830847
43747,1,830664
34083,1,539245
36314,1,323718
34420,3,688560
37190,1,98026
40309,1,750373
19462,2,513713
50513,1,318390
34764,1,644077
20518,1,817541
37630,1,643713
24116,1,126731
15753,1,567176
24944,1,675747
22029,3,178231
37386,1,623789
17513,1,633768
17737,1,775805
34039,1,335148
21151,1,755167
37584,1,802819
35768,1,633916
39597,1,756563
42162,1,823396
16983,1,699788
34299,1,541227
19626,1,300071
11175,1,391597
17737,1,657067
35298,1,665330
18035,1,711084
17912,1,625233
37583,1,925851
48249,1,361925
19624,3,748531
39353,1,633050
46087,1,324915
35400,1,730694
38138,1,610212
18578,1,798911
